exception_id,created_at,portfolio_id,instrument_type,counterparty,exception_type,exception_description,amount_difference,currency,severity,status,owner_team,due_at,resolved_at,root_cause
EXC-000298,2026-07-30 17:59:00,PORT-1013,Fixed Income,Harbor Trade Services,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,146834.93,USD,Medium,In Progress,Reference Data Operations,2026-08-01 05:59:00,,Security master attribute gap
EXC-000299,2026-08-09 00:11:00,PORT-1022,Equity,Meridian Markets,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,84787.13,GBP,Low,Resolved,Compliance Operations,2026-08-12 00:11:00,2026-08-10 19:54:54.307921823,Policy threshold review
EXC-000300,2026-08-02 07:14:00,PORT-1005,Equity,Harbor Trade Services,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,53927.71,EUR,Medium,Resolved,Client Reporting,2026-08-03 19:14:00,2026-08-04 08:51:10.246272823,Upstream data delivery delay
EXC-000301,2026-08-04 11:24:00,PORT-1085,Derivative,Aurora Securities,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,22232.24,USD,Low,Resolved,Compliance Operations,2026-08-07 11:24:00,2026-08-05 05:09:01.117613182,Policy threshold review
EXC-000302,2026-08-09 08:03:00,PORT-1041,Equity,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,9477.97,USD,Low,Open,Reconciliation Operations,2026-08-12 08:03:00,,Position or cash mismatch
EXC-000303,2026-08-02 23:27:00,PORT-1004,Derivative,Cedar Exchange,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,32740.86,USD,Medium,Open,Fund Accounting,2026-08-04 11:27:00,,Ledger posting difference
EXC-000304,2026-08-09 02:30:00,PORT-1005,Cash,Meridian Markets,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,86353.93,USD,Low,Open,Fund Accounting,2026-08-12 02:30:00,,Ledger posting difference
EXC-000305,2026-08-06 03:45:00,PORT-1090,ETF,Cedar Exchange,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,41372.23,GBP,High,Open,Reference Data Operations,2026-08-06 19:45:00,,Security master attribute gap
EXC-000306,2026-08-02 11:05:00,PORT-1087,FX,Summit Custody,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,5089.96,EUR,Low,In Progress,Pricing & Valuation,2026-08-05 11:05:00,,Data mapping variance
EXC-000307,2026-08-01 04:55:00,PORT-1028,FX,Northstar Clearing,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,30026.68,USD,High,Open,Pricing & Valuation,2026-08-01 20:55:00,,Market data variance
EXC-000308,2026-08-05 04:41:00,PORT-1064,Cash,Cedar Exchange,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,3608.35,EUR,Medium,Escalated,Client Reporting,2026-08-06 16:41:00,,Upstream data delivery delay
EXC-000309,2026-08-01 06:26:00,PORT-1025,Fixed Income,Meridian Markets,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,62592.02,USD,Low,Resolved,Trade Support,2026-08-04 06:26:00,2026-08-03 14:50:50.479630478,Data mapping variance
EXC-000310,2026-07-31 22:31:00,PORT-1083,Equity,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,12995.28,EUR,Low,In Progress,Reconciliation Operations,2026-08-03 22:31:00,,Position or cash mismatch
EXC-000311,2026-08-04 20:34:00,PORT-1071,ETF,Summit Custody,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,7448.16,USD,High,Escalated,Pricing & Valuation,2026-08-05 12:34:00,,Market data variance
EXC-000312,2026-08-07 14:28:00,PORT-1044,ETF,Summit Custody,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,63502.03,EUR,Medium,Open,Pricing & Valuation,2026-08-09 02:28:00,,Late file delivery
EXC-000313,2026-08-02 18:21:00,PORT-1091,Equity,Summit Custody,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,48404.44,USD,Medium,Resolved,Trade Support,2026-08-04 06:21:00,2026-08-04 17:16:23.337501573,Counterparty confirmation delay
EXC-000314,2026-08-09 04:30:00,PORT-1022,FX,Harbor Trade Services,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,34338.38,JPY,Low,Open,Pricing & Valuation,2026-08-12 04:30:00,,Market data variance
EXC-000315,2026-07-31 09:50:00,PORT-1098,Equity,Harbor Trade Services,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,268684.56,USD,Critical,In Progress,Pricing & Valuation,2026-07-31 15:50:00,,Market data variance
EXC-000316,2026-08-05 10:53:00,PORT-1029,Cash,Harbor Trade Services,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,52404.61,USD,Low,Open,Trade Support,2026-08-08 10:53:00,,Counterparty confirmation delay
EXC-000317,2026-08-01 18:16:00,PORT-1088,Equity,Northstar Clearing,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,13667.76,USD,Medium,Escalated,Pricing & Valuation,2026-08-03 06:16:00,,Market data variance
EXC-000318,2026-08-01 23:57:00,PORT-1084,Equity,Aurora Securities,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,46405.07,USD,High,Escalated,Client Reporting,2026-08-02 15:57:00,,Upstream data delivery delay
EXC-000319,2026-08-04 15:05:00,PORT-1056,Equity,Harbor Trade Services,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,19922.77,USD,Medium,Resolved,Trade Support,2026-08-06 03:05:00,2026-08-05 12:36:25.454670961,Counterparty confirmation delay
EXC-000320,2026-07-30 14:27:00,PORT-1012,Equity,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,101731.96,USD,Critical,Open,Settlement Operations,2026-07-30 20:27:00,,Late file delivery
EXC-000321,2026-08-01 09:06:00,PORT-1074,Fixed Income,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,36135.32,EUR,High,In Progress,Settlement Operations,2026-08-02 01:06:00,,Settlement instruction or funding issue
EXC-000322,2026-07-31 12:13:00,PORT-1069,Equity,Aurora Securities,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,40091.49,USD,Medium,In Progress,Fund Accounting,2026-08-02 00:13:00,,Ledger posting difference
EXC-000323,2026-08-08 09:30:00,PORT-1085,Fixed Income,Summit Custody,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,5916.58,EUR,Low,In Progress,Trade Support,2026-08-11 09:30:00,,Counterparty confirmation delay
EXC-000324,2026-08-04 12:15:00,PORT-1023,Equity,Harbor Trade Services,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,28693.31,EUR,Medium,Open,Fund Accounting,2026-08-06 00:15:00,,Ledger posting difference
EXC-000325,2026-07-30 19:32:00,PORT-1024,Fixed Income,Summit Custody,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,25359.81,USD,Low,Resolved,Reference Data Operations,2026-08-02 19:32:00,2026-08-01 06:39:51.122910837,Security master attribute gap
EXC-000326,2026-08-01 04:29:00,PORT-1035,Fixed Income,Northstar Clearing,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,9178.1,USD,High,Resolved,Client Reporting,2026-08-01 20:29:00,2026-08-01 12:49:49.931913764,Upstream data delivery delay
EXC-000327,2026-08-04 20:08:00,PORT-1037,Fixed Income,Harbor Trade Services,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,21320.48,USD,Medium,Escalated,Reference Data Operations,2026-08-06 08:08:00,,Security master attribute gap
EXC-000328,2026-08-08 15:45:00,PORT-1001,Fixed Income,Harbor Trade Services,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,42511.93,USD,Medium,In Progress,Fund Accounting,2026-08-10 03:45:00,,Ledger posting difference
EXC-000329,2026-08-06 12:39:00,PORT-1016,Equity,Cedar Exchange,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,26780.6,GBP,Low,In Progress,Client Reporting,2026-08-09 12:39:00,,Upstream data delivery delay
EXC-000330,2026-08-03 14:54:00,PORT-1047,Equity,Northstar Clearing,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,6107.64,JPY,High,Resolved,Trade Support,2026-08-04 06:54:00,2026-08-04 10:17:19.268985524,Counterparty confirmation delay
EXC-000331,2026-08-02 21:45:00,PORT-1095,Equity,Summit Custody,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,20193.63,EUR,Critical,Escalated,Compliance Operations,2026-08-03 03:45:00,,Policy threshold review
EXC-000332,2026-07-31 03:19:00,PORT-1013,Derivative,Cedar Exchange,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,16458.12,USD,Low,Resolved,Trade Support,2026-08-03 03:19:00,2026-08-01 19:32:55.126453460,Counterparty confirmation delay
EXC-000333,2026-08-08 09:56:00,PORT-1024,Cash,Aurora Securities,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,32964.59,EUR,High,Resolved,Client Reporting,2026-08-09 01:56:00,2026-08-08 21:42:39.695494561,Late file delivery
EXC-000334,2026-08-05 08:56:00,PORT-1085,Cash,Meridian Markets,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,29431.16,EUR,Medium,Open,Reference Data Operations,2026-08-06 20:56:00,,Security master attribute gap
EXC-000335,2026-08-06 14:53:00,PORT-1004,Fixed Income,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,17462.42,USD,High,In Progress,Reconciliation Operations,2026-08-07 06:53:00,,Position or cash mismatch
EXC-000336,2026-07-30 17:30:00,PORT-1010,ETF,Summit Custody,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,16760.89,GBP,Medium,Resolved,Client Reporting,2026-08-01 05:30:00,2026-08-01 03:52:31.433722139,Upstream data delivery delay
EXC-000337,2026-08-07 16:37:00,PORT-1088,Fixed Income,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,28870.73,USD,Low,In Progress,Reconciliation Operations,2026-08-10 16:37:00,,Position or cash mismatch
EXC-000338,2026-08-07 03:50:00,PORT-1025,Derivative,Meridian Markets,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,73948.6,USD,High,Resolved,Compliance Operations,2026-08-07 19:50:00,2026-08-08 04:46:59.304237414,Policy threshold review
EXC-000339,2026-08-06 09:02:00,PORT-1031,Derivative,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,36046.77,USD,High,Resolved,Reconciliation Operations,2026-08-07 01:02:00,2026-08-07 06:23:56.261757715,Position or cash mismatch
EXC-000340,2026-08-08 07:02:00,PORT-1002,Derivative,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,119877.16,USD,Critical,Resolved,Settlement Operations,2026-08-08 13:02:00,2026-08-08 09:27:15.188439275,Settlement instruction or funding issue
EXC-000341,2026-08-02 22:25:00,PORT-1040,Derivative,Meridian Markets,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,88419.74,GBP,Low,Open,Reconciliation Operations,2026-08-05 22:25:00,,Position or cash mismatch
EXC-000342,2026-08-04 02:53:00,PORT-1098,Fixed Income,Aurora Securities,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,129510.42,USD,High,Resolved,Settlement Operations,2026-08-04 18:53:00,2026-08-05 02:25:16.447244794,Settlement instruction or funding issue
EXC-000343,2026-08-03 19:11:00,PORT-1097,Derivative,Summit Custody,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,113216.71,USD,Low,Escalated,Reference Data Operations,2026-08-06 19:11:00,,Manual processing error
EXC-000344,2026-07-31 06:33:00,PORT-1063,Derivative,Aurora Securities,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,138842.71,USD,Medium,Open,Fund Accounting,2026-08-01 18:33:00,,Data mapping variance
EXC-000345,2026-08-05 00:40:00,PORT-1067,Fixed Income,Summit Custody,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,8016.04,USD,Medium,Open,Reference Data Operations,2026-08-06 12:40:00,,Security master attribute gap
EXC-000346,2026-08-06 05:32:00,PORT-1064,Cash,Cedar Exchange,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,53092.85,USD,Low,Resolved,Reference Data Operations,2026-08-09 05:32:00,2026-08-10 11:13:58.489582855,Manual processing error
EXC-000347,2026-08-05 13:27:00,PORT-1069,Equity,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,96687.23,USD,Low,Resolved,Settlement Operations,2026-08-08 13:27:00,2026-08-09 08:11:02.159066991,Settlement instruction or funding issue
EXC-000348,2026-08-01 08:02:00,PORT-1051,Cash,Cedar Exchange,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,116888.84,EUR,Low,In Progress,Trade Support,2026-08-04 08:02:00,,Counterparty confirmation delay
EXC-000349,2026-08-04 02:01:00,PORT-1021,Derivative,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,11977.02,USD,Critical,Resolved,Fund Accounting,2026-08-04 08:01:00,2026-08-04 07:28:54.708654263,Ledger posting difference
EXC-000350,2026-08-07 15:50:00,PORT-1086,Equity,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,53650.69,GBP,Medium,Resolved,Reconciliation Operations,2026-08-09 03:50:00,2026-08-07 23:59:55.467848061,Position or cash mismatch
EXC-000351,2026-08-02 11:01:00,PORT-1087,FX,Summit Custody,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,29113.67,USD,High,In Progress,Client Reporting,2026-08-03 03:01:00,,Upstream data delivery delay
EXC-000352,2026-08-01 22:10:00,PORT-1015,Equity,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,187102.76,EUR,Critical,Open,Reconciliation Operations,2026-08-02 04:10:00,,Position or cash mismatch
EXC-000353,2026-08-06 20:44:00,PORT-1010,Derivative,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,6268.82,GBP,High,Open,Fund Accounting,2026-08-07 12:44:00,,Manual processing error
EXC-000354,2026-08-03 18:59:00,PORT-1078,Derivative,Cedar Exchange,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,11995.01,USD,Medium,In Progress,Fund Accounting,2026-08-05 06:59:00,,Ledger posting difference
EXC-000355,2026-08-03 16:30:00,PORT-1005,ETF,Meridian Markets,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,4019.19,USD,Medium,Escalated,Pricing & Valuation,2026-08-05 04:30:00,,Market data variance
EXC-000356,2026-08-07 14:13:00,PORT-1080,Derivative,Northstar Clearing,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,31314.83,JPY,Medium,Resolved,Fund Accounting,2026-08-09 02:13:00,2026-08-09 09:43:34.951304574,Ledger posting difference
EXC-000357,2026-08-09 06:00:00,PORT-1097,Equity,Cedar Exchange,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,289824.92,USD,Medium,Open,Compliance Operations,2026-08-10 18:00:00,,Policy threshold review
EXC-000358,2026-08-02 03:55:00,PORT-1004,Fixed Income,Cedar Exchange,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,25679.32,EUR,Critical,Escalated,Reference Data Operations,2026-08-02 09:55:00,,Security master attribute gap
EXC-000359,2026-08-03 04:32:00,PORT-1079,Fixed Income,Northstar Clearing,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,29914.09,USD,High,In Progress,Fund Accounting,2026-08-03 20:32:00,,Ledger posting difference
EXC-000360,2026-08-02 04:52:00,PORT-1014,Equity,Aurora Securities,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,47942.17,USD,Medium,In Progress,Fund Accounting,2026-08-03 16:52:00,,Data mapping variance
EXC-000361,2026-08-05 14:22:00,PORT-1029,Fixed Income,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,23810.81,USD,Medium,Open,Settlement Operations,2026-08-07 02:22:00,,Settlement instruction or funding issue
EXC-000362,2026-08-04 05:06:00,PORT-1054,Equity,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,39510.72,GBP,High,Resolved,Reconciliation Operations,2026-08-04 21:06:00,2026-08-04 19:42:32.458795022,Position or cash mismatch
EXC-000363,2026-07-30 12:33:00,PORT-1067,Fixed Income,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,40612.14,USD,Low,Resolved,Reconciliation Operations,2026-08-02 12:33:00,2026-08-01 07:18:53.300981181,Position or cash mismatch
EXC-000364,2026-08-07 02:10:00,PORT-1009,Fixed Income,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,11071.9,GBP,High,Resolved,Reconciliation Operations,2026-08-07 18:10:00,2026-08-07 04:19:47.816065610,Position or cash mismatch
EXC-000365,2026-08-02 20:06:00,PORT-1011,Derivative,Harbor Trade Services,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,24373.48,EUR,Medium,In Progress,Client Reporting,2026-08-04 08:06:00,,Upstream data delivery delay
EXC-000366,2026-08-08 01:17:00,PORT-1028,Fixed Income,Aurora Securities,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,58631.63,USD,High,In Progress,Pricing & Valuation,2026-08-08 17:17:00,,Market data variance
EXC-000367,2026-08-08 16:43:00,PORT-1067,Derivative,Summit Custody,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,71325.2,USD,High,Open,Compliance Operations,2026-08-09 08:43:00,,Policy threshold review
EXC-000368,2026-07-30 19:18:00,PORT-1040,Fixed Income,Harbor Trade Services,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,105179.82,USD,Medium,Escalated,Client Reporting,2026-08-01 07:18:00,,Manual processing error
EXC-000369,2026-08-08 01:04:00,PORT-1028,Fixed Income,Summit Custody,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,38261.82,USD,Low,Open,Trade Support,2026-08-11 01:04:00,,Counterparty confirmation delay
EXC-000370,2026-08-02 18:44:00,PORT-1016,Fixed Income,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,39088.16,EUR,High,Resolved,Settlement Operations,2026-08-03 10:44:00,2026-08-03 02:18:33.884577858,Manual processing error
EXC-000371,2026-08-04 04:33:00,PORT-1095,Fixed Income,Cedar Exchange,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,59141.85,USD,Medium,Resolved,Compliance Operations,2026-08-05 16:33:00,2026-08-05 18:13:53.093931862,Late file delivery
EXC-000372,2026-08-01 06:13:00,PORT-1070,Equity,Aurora Securities,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,14407.31,USD,Medium,Open,Trade Support,2026-08-02 18:13:00,,Counterparty confirmation delay
EXC-000373,2026-08-03 21:07:00,PORT-1097,Fixed Income,Harbor Trade Services,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,13800.11,EUR,Medium,In Progress,Pricing & Valuation,2026-08-05 09:07:00,,Market data variance
EXC-000374,2026-08-02 09:19:00,PORT-1049,Equity,Aurora Securities,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,23599.06,EUR,Medium,Open,Trade Support,2026-08-03 21:19:00,,Late file delivery
EXC-000375,2026-07-31 10:00:00,PORT-1081,Fixed Income,Meridian Markets,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,7053.16,USD,High,Resolved,Reconciliation Operations,2026-08-01 02:00:00,2026-07-31 14:40:09.354840262,Data mapping variance
EXC-000376,2026-08-01 00:27:00,PORT-1063,ETF,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,41243.38,USD,Low,Escalated,Reconciliation Operations,2026-08-04 00:27:00,,Late file delivery
EXC-000377,2026-08-02 03:08:00,PORT-1052,Fixed Income,Aurora Securities,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,80945.89,USD,Medium,In Progress,Settlement Operations,2026-08-03 15:08:00,,Settlement instruction or funding issue
EXC-000378,2026-08-07 18:11:00,PORT-1047,Derivative,Summit Custody,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,12764.9,EUR,High,Escalated,Pricing & Valuation,2026-08-08 10:11:00,,Market data variance
EXC-000379,2026-08-07 16:03:00,PORT-1050,Equity,Meridian Markets,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,42485.01,USD,Low,Open,Pricing & Valuation,2026-08-10 16:03:00,,Manual processing error
EXC-000380,2026-08-04 08:33:00,PORT-1041,Cash,Cedar Exchange,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,13896.78,USD,Medium,In Progress,Compliance Operations,2026-08-05 20:33:00,,Policy threshold review
EXC-000381,2026-08-02 17:54:00,PORT-1063,Derivative,Northstar Clearing,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,9252.01,USD,High,Escalated,Fund Accounting,2026-08-03 09:54:00,,Ledger posting difference
EXC-000382,2026-08-02 15:50:00,PORT-1049,Cash,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,232894.09,EUR,Critical,Escalated,Settlement Operations,2026-08-02 21:50:00,,Settlement instruction or funding issue
EXC-000383,2026-08-01 11:40:00,PORT-1096,Derivative,Cedar Exchange,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,9392.39,EUR,Medium,In Progress,Reference Data Operations,2026-08-02 23:40:00,,Security master attribute gap
EXC-000384,2026-08-08 07:44:00,PORT-1089,Equity,Harbor Trade Services,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,7021.38,USD,High,Resolved,Pricing & Valuation,2026-08-08 23:44:00,2026-08-09 01:41:52.739776276,Market data variance
EXC-000385,2026-08-07 14:51:00,PORT-1046,ETF,Northstar Clearing,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,33706.67,GBP,Medium,Resolved,Pricing & Valuation,2026-08-09 02:51:00,2026-08-09 16:19:03.139148339,Market data variance
EXC-000386,2026-08-07 20:53:00,PORT-1039,Equity,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,35665.8,GBP,Medium,Resolved,Settlement Operations,2026-08-09 08:53:00,2026-08-08 18:43:42.946827909,Settlement instruction or funding issue
EXC-000387,2026-08-03 22:55:00,PORT-1075,Derivative,Cedar Exchange,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,54208.54,USD,Critical,Resolved,Compliance Operations,2026-08-04 04:55:00,2026-08-04 00:23:21.458107907,Policy threshold review
EXC-000388,2026-08-03 00:16:00,PORT-1063,ETF,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,219979.46,EUR,Critical,Open,Settlement Operations,2026-08-03 06:16:00,,Settlement instruction or funding issue
EXC-000389,2026-08-08 05:02:00,PORT-1023,Equity,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,11896.67,USD,Medium,Open,Reconciliation Operations,2026-08-09 17:02:00,,Position or cash mismatch
EXC-000390,2026-07-31 15:36:00,PORT-1082,Cash,Meridian Markets,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,14656.53,JPY,Medium,Resolved,Reference Data Operations,2026-08-02 03:36:00,2026-08-01 03:36:52.593756034,Security master attribute gap
EXC-000391,2026-08-06 08:24:00,PORT-1067,Equity,Northstar Clearing,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,145691.37,USD,Medium,In Progress,Client Reporting,2026-08-07 20:24:00,,Upstream data delivery delay
EXC-000392,2026-08-02 17:37:00,PORT-1061,ETF,Meridian Markets,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,72119.52,USD,Low,Open,Reconciliation Operations,2026-08-05 17:37:00,,Position or cash mismatch
EXC-000393,2026-08-01 19:53:00,PORT-1077,FX,Meridian Markets,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,62322.97,USD,High,In Progress,Fund Accounting,2026-08-02 11:53:00,,Ledger posting difference
EXC-000394,2026-08-09 00:06:00,PORT-1023,Equity,Meridian Markets,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,14481.65,USD,High,In Progress,Client Reporting,2026-08-09 16:06:00,,Upstream data delivery delay
EXC-000395,2026-07-31 17:20:00,PORT-1079,ETF,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,87744.34,EUR,Medium,In Progress,Reconciliation Operations,2026-08-02 05:20:00,,Data mapping variance
EXC-000396,2026-07-30 15:41:00,PORT-1012,Derivative,Cedar Exchange,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,62526.26,USD,Medium,In Progress,Pricing & Valuation,2026-08-01 03:41:00,,Market data variance
EXC-000397,2026-07-30 18:26:00,PORT-1078,Equity,Meridian Markets,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,32827.25,USD,Medium,In Progress,Reference Data Operations,2026-08-01 06:26:00,,Security master attribute gap
EXC-000398,2026-08-07 22:54:00,PORT-1058,ETF,Summit Custody,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,14556.98,USD,Low,Open,Trade Support,2026-08-10 22:54:00,,Counterparty confirmation delay
EXC-000399,2026-08-05 10:17:00,PORT-1058,Equity,Northstar Clearing,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,30092.47,GBP,High,Resolved,Pricing & Valuation,2026-08-06 02:17:00,2026-08-05 20:57:53.798406436,Market data variance
EXC-000400,2026-08-07 00:32:00,PORT-1072,FX,Harbor Trade Services,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,151889.91,GBP,Medium,Resolved,Pricing & Valuation,2026-08-08 12:32:00,2026-08-09 01:39:26.251110963,Market data variance
EXC-000401,2026-08-04 20:16:00,PORT-1031,Equity,Northstar Clearing,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,8529.91,USD,Medium,Open,Trade Support,2026-08-06 08:16:00,,Counterparty confirmation delay
EXC-000402,2026-07-30 14:38:00,PORT-1076,Cash,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,11616.84,USD,Medium,In Progress,Settlement Operations,2026-08-01 02:38:00,,Settlement instruction or funding issue
EXC-000403,2026-08-01 16:52:00,PORT-1003,Derivative,Harbor Trade Services,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,13916.18,USD,Critical,In Progress,Reference Data Operations,2026-08-01 22:52:00,,Security master attribute gap
EXC-000404,2026-08-01 15:24:00,PORT-1068,Equity,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,17476.94,GBP,Low,Resolved,Reconciliation Operations,2026-08-04 15:24:00,2026-08-04 21:54:43.717548805,Late file delivery
EXC-000405,2026-08-05 02:43:00,PORT-1078,Fixed Income,Northstar Clearing,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,26462.3,EUR,Medium,Resolved,Settlement Operations,2026-08-06 14:43:00,2026-08-07 06:50:23.705965696,Settlement instruction or funding issue
EXC-000406,2026-07-30 23:34:00,PORT-1001,ETF,Harbor Trade Services,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,73607.31,EUR,Medium,Resolved,Reference Data Operations,2026-08-01 11:34:00,2026-08-02 10:39:34.963309400,Security master attribute gap
